impact electrofuels import (2035),impact electrofuels import (2040),impact electrofuels import (2045),impact electrofuels import (2050),geo_tension_biofuels_2035,geo_tension_biofuels_2040,geo_tension_biofuels_2045,geo_tension_biofuels_2050,impact electricity import (2035),impact electricity import (2040),impact electricity import (2045),impact electricity import (2050),nuclear SMR not available,Direct Air Capture Technology not available,CCS not available,geothermal energy not available,ammonia-fired CCGT not available, Ammonia Cracking Technology,availability of Photovoltaic Solar Power (2035),availability of Photovoltaic Solar Power (2040),availability of Photovoltaic Solar Power (2045),availability of Photovoltaic Solar Power (2050),availability of Onshore Wind Power (2035),availability of Onshore Wind Power (2040),availability of Onshore Wind Power (2045),availability of Onshore Wind Power (2050),availability of Offshore Wind Power (2035),availability of Offshore Wind Power (2040),availability of Offshore Wind Power (2045),availability of Offshore Wind Power (2050),energy demand (2035),energy demand (2040),energy demand (2045),energy demand (2050),Exchange Rate (2035),Exchange Rate (2040),Exchange Rate (2045),Exchange Rate (2050),resistance to LT heating renovation (2035),resistance to LT heating renovation (2040),resistance to LT heating renovation (2045),resistance to LT heating renovation (2050),resistance to mobility change (2035),resistance to mobility change (2040),resistance to mobility change (2045),resistance to mobility change (2050),nuclear power no longer available,Total Photovoltaic Solar Power,Total Onshore Wind Power,Total Offshore Wind Power,total energy demand,transition_cost,fail
0.2,0.2,0.6,0.6,0.2,0.2,0.6,0.6,0.0,1.0,1.0,0.6,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.4,1.0,1.0,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.8,0.0,0.8,0.4,0.6,0.2,0.0,0.4,0.2,0.0,0.6,0.2,0.0,0.2,0.4,1.0,0.25,2.6,1.4,1.2,0.3,1079354.872045003,0.0
0.8,0.8,0.0,0.0,0.8,0.8,0.0,0.0,0.6,0.4,0.4,0.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.0,1.0,0.4,0.4,0.8,1.0,1.0,0.8,1.0,1.0,0.8,1.0,0.8,0.2,0.6,0.2,1.0,0.0,0.8,0.6,1.0,0.8,0.6,0.0,0.8,0.6,0.8,1.0,0.4,1.0,2.6,3.8,3.6,0.3,1066934.697450247,0.0
1.0,0.4,0.2,0.8,0.6,0.4,0.4,0.8,0.4,0.0,0.8,0.2,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,1.0,0.8,0.6,0.2,0.4,0.8,0.2,0.4,0.8,0.6,1.0,0.0,0.6,1.0,0.8,1.0,0.0,0.4,0.0,0.8,0.8,0.6,0.2,0.2,0.0,1.0,1.0,0.6,0.8,0.0,2.0,2.2,2.2,0.42,0.0,1.0
0.4,1.0,0.8,0.2,0.0,1.0,1.0,0.2,1.0,0.6,0.2,0.8,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.2,0.0,0.8,1.0,0.2,0.8,1.0,0.2,0.0,0.4,0.6,0.0,0.4,0.2,0.4,0.6,1.0,0.6,0.2,0.2,0.0,0.8,0.8,0.6,0.4,0.4,0.0,0.2,0.75,2.0,2.2,1.0,0.24,1059367.8357177612,0.0
0.2,0.4,0.0,0.8,0.6,0.8,0.6,0.0,0.2,0.2,0.6,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,0.2,0.0,0.6,1.0,0.6,0.0,0.6,0.0,0.0,0.4,1.0,0.4,0.4,0.4,0.2,0.0,0.4,1.0,0.0,0.4,0.8,0.2,0.2,1.0,0.8,0.4,0.2,0.75,0.8,2.2,1.4,0.21,1057260.2251182075,0.0
0.8,1.0,0.6,0.2,0.0,0.2,0.0,0.6,0.8,0.8,0.0,0.6,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6,0.8,0.6,0.0,0.4,0.0,0.6,0.0,0.6,0.6,1.0,0.4,1.0,1.0,1.0,0.8,0.6,1.0,0.4,0.6,1.0,0.2,0.8,0.8,0.4,0.2,1.0,0.8,0.25,2.0,1.0,2.6,0.57,1225478.834001633,0.0
0.6,0.0,1.0,1.0,0.4,0.6,0.2,0.4,0.4,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.4,0.8,1.0,0.0,0.8,0.4,0.2,0.8,0.8,0.2,0.2,0.0,0.8,0.0,0.4,0.8,0.2,0.2,1.0,0.8,1.0,1.0,0.4,0.2,0.0,0.8,0.0,0.5,3.2,1.4,2.0,0.18000000000000002,0.0,1.0
0.0,0.6,0.4,0.4,1.0,0.0,0.8,1.0,1.0,0.4,0.4,0.4,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.4,1.0,0.2,0.4,0.6,0.2,1.0,0.8,0.2,0.2,0.8,0.8,0.6,0.2,0.6,1.0,0.2,0.8,0.8,0.4,0.2,0.4,0.4,1.0,0.8,0.6,0.2,0.6,0.0,2.0,2.6,2.0,0.36,1035728.7540936252,0.0
0.0,0.4,0.6,1.0,0.0,1.0,0.4,0.0,0.4,0.8,0.0,0.6,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.8,0.0,0.6,0.0,0.6,0.0,0.6,0.8,0.0,0.4,0.8,0.8,0.8,1.0,0.0,0.8,0.2,0.6,1.0,0.2,0.0,0.0,0.6,0.2,1.0,0.4,1.0,1.0,0.75,1.4,2.0,2.0,0.39,0.0,1.0
0.6,1.0,0.0,0.4,0.6,0.4,1.0,0.6,1.0,0.2,0.6,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.6666666666666666,0.2,0.6,0.0,0.6,0.0,0.6,0.0,0.2,0.6,1.0,0.2,0.2,0.2,0.4,0.6,0.2,0.8,0.0,0.4,0.8,0.6,0.6,0.0,0.8,0.4,1.0,0.4,0.4,0.0,1.4,0.8,2.0,0.21,1021573.9493042968,0.0
0.8,0.0,0.2,0.6,1.0,0.8,0.8,0.2,0.2,0.4,0.4,0.4,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.2,0.4,0.4,0.4,0.4,1.0,0.0,1.0,0.6,0.6,0.0,1.0,0.2,0.4,1.0,1.0,0.8,0.2,1.0,0.8,0.2,0.2,0.4,0.2,0.8,0.2,0.6,1.0,1.0,1.8,2.2,0.39,1155080.003690387,0.0
0.2,0.6,0.8,0.0,0.4,0.2,0.2,0.8,0.8,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.6,0.8,1.0,1.0,1.0,1.0,0.4,0.6,0.4,0.0,0.0,0.6,0.4,0.8,1.0,0.4,0.4,0.2,0.8,0.4,0.2,0.8,0.8,1.0,0.8,0.2,0.8,0.0,0.25,3.4,3.0,1.0,0.39,1080474.018355157,0.0
0.4,0.2,0.2,1.0,0.8,0.0,0.4,0.8,0.2,0.2,0.4,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6,1.0,0.2,0.8,0.0,1.0,0.6,0.0,0.4,0.2,1.0,0.4,0.2,0.6,1.0,1.0,0.6,0.6,0.0,0.4,0.2,0.8,0.2,0.2,0.0,0.6,1.0,0.4,0.0,2.6,1.6,2.0,0.42,0.0,1.0
1.0,0.8,0.8,0.4,0.2,0.6,1.0,0.2,0.8,0.8,1.0,0.6,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.0,0.4,0.8,0.2,0.6,0.4,0.0,0.6,1.0,0.8,0.4,1.0,0.8,0.0,0.4,0.4,0.0,0.0,0.6,1.0,0.8,0.2,0.8,0.8,0.6,0.0,0.4,1.0,0.5,1.4,1.6,3.2,0.24,1060958.642750955,0.0
0.6,0.4,1.0,0.8,0.0,0.4,0.6,1.0,0.0,0.6,0.2,0.8,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.4,0.6,0.6,1.0,0.8,0.8,0.8,1.0,0.8,0.6,0.6,0.8,0.0,0.2,0.8,0.6,0.2,1.0,1.0,0.6,1.0,1.0,1.0,0.0,0.8,0.4,0.0,0.2,0.25,2.6,3.4000000000000004,2.8,0.24,1060708.0772244637,0.0
0.0,1.0,0.4,0.2,0.6,1.0,0.0,0.4,0.6,0.0,0.8,0.2,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.4,0.2,0.2,0.2,0.4,0.2,0.0,0.0,0.2,0.6,0.8,0.2,0.0,0.8,0.4,0.4,0.0,0.4,0.4,0.4,0.6,0.2,1.0,0.6,0.8,0.75,1.4,1.0,0.4,0.24,1096449.731407015,0.0
0.2,0.0,0.8,0.4,0.8,0.8,0.4,1.0,0.2,0.8,0.6,0.4,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,1.0,0.8,0.4,0.2,0.8,0.2,1.0,0.8,0.6,0.0,0.6,0.4,0.8,0.2,0.0,1.0,0.4,0.2,1.0,0.0,0.0,1.0,0.0,1.0,0.2,0.0,0.4,0.2,0.0,2.4000000000000004,2.8,1.6,0.3,1035367.6551822028,0.0
0.8,0.6,0.2,1.0,0.2,0.2,1.0,0.4,0.8,0.2,0.0,1.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.4,0.2,1.0,0.8,0.2,0.8,0.4,0.2,0.0,0.6,0.0,1.0,0.2,0.8,0.6,0.4,1.0,0.8,0.4,0.6,0.6,0.4,0.6,0.4,0.8,0.6,1.0,0.8,0.5,2.4000000000000004,1.6,1.6,0.3,0.0,1.0
1.0,0.2,0.0,0.2,0.4,0.6,0.8,0.8,0.0,0.4,1.0,0.8,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6,0.6,0.0,0.4,0.0,0.6,0.4,0.4,1.0,0.8,0.6,0.6,1.0,0.4,0.6,0.6,0.4,0.0,0.8,1.0,0.6,0.8,0.6,0.6,1.0,0.6,0.0,0.25,1.2,1.4,2.8000000000000003,0.39,1108256.719527104,0.0
0.4,0.8,0.6,0.8,1.0,0.0,0.2,0.2,0.6,1.0,0.4,0.2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6,0.0,0.0,0.6,1.0,0.6,0.0,1.0,1.0,0.4,0.2,0.0,0.0,0.4,1.0,0.0,0.0,1.0,0.6,0.2,0.4,0.0,0.2,0.0,0.0,0.4,0.0,0.6,1.0,1.2,2.6,1.6,0.21,1066689.7764585034,0.0
0.4,0.4,0.4,0.2,0.4,0.2,0.2,0.4,0.4,0.4,0.8,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.8,0.2,0.8,1.0,0.0,0.6,1.0,0.2,0.8,0.2,0.8,1.0,0.0,0.4,0.8,0.6,0.8,0.0,0.0,0.4,0.2,0.2,0.6,0.6,0.6,0.8,0.2,1.0,0.75,2.8,1.8,2.8,0.2700000000000001,1056356.478400661,0.0
1.0,1.0,1.0,0.8,1.0,0.8,0.8,1.0,1.0,1.0,0.2,0.4,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.2,0.8,0.2,0.4,0.6,0.0,0.4,0.8,0.2,0.8,0.2,0.4,0.6,1.0,0.2,0.0,0.2,0.6,0.6,1.0,0.8,0.8,0.0,0.0,0.0,0.2,0.8,0.4,0.25,1.6,1.8,1.6,0.27,0.0,1.0
0.6,0.0,0.6,0.0,0.6,0.4,0.6,0.0,0.0,0.6,0.6,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.4,0.4,0.4,0.8,0.8,1.0,0.8,0.6,0.0,1.0,1.0,0.2,0.4,0.6,0.6,0.8,0.0,0.2,0.8,0.6,1.0,0.0,0.4,0.8,0.4,0.0,0.6,0.8,1.0,2.0,3.2,2.2,0.36000000000000004,1068519.3053093266,0.0
0.0,0.6,0.0,0.6,0.0,1.0,0.0,0.6,0.6,0.0,0.0,0.6,0.6666666666666666,0.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.2,0.2,0.4,0.2,0.0,0.6,0.4,0.4,0.8,1.0,0.0,0.0,0.2,0.6,0.8,0.2,0.0,0.4,0.6,1.0,0.2,1.0,0.6,0.0,0.2,0.5,3.2,0.8,2.2,0.18,1091947.1123969965,0.0
0.0,0.0,0.2,0.8,0.4,0.6,1.0,0.8,0.8,0.8,0.4,0.4,0.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6,0.4,1.0,1.0,0.8,0.4,0.8,0.2,0.8,0.8,0.6,0.0,0.2,0.2,0.0,0.8,1.0,1.0,0.2,0.4,0.6,0.2,1.0,0.4,0.4,0.8,0.0,0.6,0.75,3.0,2.2,2.2,0.18000000000000002,0.0,1.0
0.6,0.6,0.8,0.2,1.0,0.0,0.4,0.2,0.2,0.2,1.0,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.4,0.4,0.2,1.0,0.2,0.8,0.2,0.2,0.0,0.6,0.8,0.8,0.6,0.2,0.4,0.4,0.8,1.0,0.0,0.8,0.4,1.0,1.0,0.2,0.6,0.0,0.25,1.7999999999999998,2.2,1.0,0.36000000000000004,1118526.07012106,0.0
0.8,0.4,0.6,1.0,0.6,1.0,0.2,0.6,1.0,0.0,0.2,0.8,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.4,0.2,0.2,0.6,0.4,0.2,0.6,0.6,0.4,0.0,1.0,1.0,0.0,1.0,0.2,0.6,0.0,0.8,1.0,0.8,0.2,0.0,0.2,0.0,0.6,0.4,0.8,1.0,0.5,1.4,1.8000000000000005,2.4,0.26999999999999996,1049463.825283592,0.0
0.2,1.0,0.0,0.4,0.0,0.4,0.8,0.0,0.4,0.6,0.8,0.2,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.8,0.8,0.0,1.0,0.8,0.0,0.0,1.0,0.6,0.4,0.4,0.6,0.4,0.8,0.0,0.6,0.2,0.4,0.2,0.8,0.6,0.8,0.6,0.0,1.0,0.2,0.4,0.0,2.6,1.8,2.4,0.27,1075956.4896630784,0.0
0.4,0.2,1.0,0.6,0.6,0.2,0.8,0.4,0.6,0.0,0.0,0.8,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6,0.0,0.2,0.0,0.6,1.0,0.8,0.8,1.0,0.6,0.6,0.6,0.2,1.0,0.8,0.2,0.8,0.8,0.0,0.6,1.0,0.4,0.0,0.8,0.4,0.2,0.0,0.5,1.8,2.4000000000000004,3.0,0.39,0.0,1.0
1.0,0.8,0.4,0.0,0.0,0.8,0.2,1.0,0.0,0.6,0.6,0.2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4,0.0,0.6,0.8,0.6,0.0,0.4,0.2,0.2,0.4,0.0,0.0,0.0,0.8,0.4,0.2,0.8,0.2,0.2,0.6,0.0,0.4,1.0,0.6,0.2,1.0,0.8,0.6,1.0,1.8,1.2,0.6000000000000001,0.21,1069989.243532812,0.0
0.8,0.0,0.0,1.0,0.2,0.0,0.0,0.2,1.0,1.0,0.2,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.2,1.0,1.0,0.0,1.0,1.0,0.6,0.4,0.0,0.2,0.8,0.2,1.0,0.6,0.6,1.0,0.6,0.6,0.0,0.8,0.4,0.6,0.6,0.2,0.4,0.6,1.0,0.2,0.0,2.2,3.0,1.2,0.48,1097351.9250021705,0.0
0.2,0.6,0.6,0.4,0.8,0.6,0.6,0.8,0.4,0.4,0.8,0.6,1.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.8,0.4,0.4,0.6,0.4,0.4,0.0,1.0,0.6,0.8,0.2,0.8,0.4,0.0,0.0,0.4,0.0,0.0,0.6,0.2,1.0,0.0,0.0,0.8,1.0,0.0,0.4,0.8,0.75,2.2,1.8,2.4,0.12,1051276.9084736032,0.0
0.0,0.4,0.0,0.0,1.0,0.6,1.0,0.0,0.6,1.0,0.8,0.6,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.6,0.0,0.8,0.6,0.2,0.8,0.2,0.0,0.8,1.0,0.8,0.2,1.0,0.2,0.6,0.8,0.4,0.0,0.4,0.6,0.8,0.4,0.8,1.0,1.0,0.6,0.2,0.5,2.0,1.8,2.6,0.3,1088279.4184357063,0.0
0.6,1.0,0.6,0.6,0.4,0.0,0.4,0.6,0.0,0.4,0.2,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.8,0.2,0.8,0.6,0.2,0.4,0.2,0.8,0.4,0.8,0.0,0.2,1.0,0.6,1.0,0.0,0.2,1.0,0.2,0.4,0.4,0.0,0.8,1.0,0.8,1.8,1.4,0.3,1200236.5067711342,0.0
1.0,0.2,1.0,0.2,0.2,0.8,0.0,0.4,0.8,0.0,0.6,0.4,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.2,1.0,0.8,1.0,0.4,0.4,1.0,1.0,1.0,0.4,0.8,0.4,0.4,0.0,0.4,1.0,0.4,0.0,1.0,0.6,0.4,1.0,0.6,1.0,0.2,0.2,0.2,0.4,0.25,3.0,2.8,2.6,0.27,1050754.350273707,0.0
0.4,0.8,0.4,0.8,0.8,0.2,0.6,1.0,0.2,0.6,0.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,0.8,0.4,0.2,0.4,1.0,1.0,0.4,0.4,0.4,1.0,0.2,1.0,1.0,0.6,1.0,0.4,1.0,0.6,0.4,0.0,1.0,0.4,0.0,0.4,0.8,0.8,0.8,1.0,0.75,1.8000000000000005,2.8,2.6,0.44999999999999996,1182832.89226377,0.0
0.2,0.0,0.8,0.0,0.0,0.4,0.8,0.6,0.6,0.2,0.6,0.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,1.0,0.2,1.0,0.0,0.0,0.8,0.6,1.0,0.4,0.6,1.0,0.0,1.0,0.6,0.8,1.0,0.0,0.4,0.8,0.2,0.8,0.0,0.8,1.0,0.0,0.0,0.6,0.6,1.0,2.2,2.4,2.0,0.51,1150445.2481379611,0.0
0.8,0.6,0.2,0.6,0.6,1.0,0.2,0.0,0.0,0.8,0.0,0.6,0.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.4,0.8,0.4,0.6,0.6,0.2,0.0,0.4,1.0,0.0,0.4,0.6,0.4,0.0,0.2,0.4,0.6,1.0,0.2,0.8,0.2,0.6,0.2,0.4,0.6,0.6,0.0,0.0,0.25,2.2,1.2000000000000002,2.0,0.15,1039185.037021496,0.0
0.6,0.2,0.4,0.4,0.8,0.2,0.0,0.8,1.0,1.0,1.0,0.8,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.2,0.0,0.2,0.2,0.8,0.6,0.8,0.0,0.8,0.4,0.6,1.0,0.6,0.2,0.6,0.8,1.0,0.2,0.0,1.0,0.4,0.4,0.0,0.6,0.8,0.8,0.4,0.8,0.75,0.6000000000000001,2.2,2.8000000000000003,0.33,1152192.674512318,0.0
0.0,0.8,1.0,1.0,0.2,0.8,0.6,0.2,0.4,0.4,0.4,0.2,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.8,0.6,0.8,0.8,0.2,0.0,0.2,0.6,0.2,1.0,0.0,0.4,0.0,0.8,0.0,0.2,0.4,0.8,0.6,0.4,1.0,1.0,0.6,0.0,0.2,0.2,1.0,0.2,0.0,3.0,1.0,1.6,0.15,1021160.6915537352,0.0
0.0,0.2,0.8,0.4,1.0,1.0,0.0,0.4,0.4,0.4,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.0,0.4,0.8,0.4,0.4,0.0,0.0,0.4,0.2,0.2,0.2,0.6,0.6,0.0,0.2,0.8,0.6,1.0,0.6,0.8,0.4,1.0,1.0,0.2,0.6,0.2,0.4,0.2,1.0,0.25,2.0,0.6000000000000001,1.6,0.24,1055000.9113259283,0.0
0.6,0.8,0.2,1.0,0.4,0.4,0.6,1.0,1.0,1.0,0.6,0.6,1.0,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,0.2,1.0,1.0,0.6,0.6,1.0,0.8,0.8,0.8,0.0,0.0,0.6,0.8,0.2,0.0,0.4,0.0,0.2,1.0,0.4,0.4,0.8,0.0,0.8,1.0,0.8,0.4,0.75,3.2,3.0,1.6,0.24,0.0,1.0
0.8,0.4,0.4,0.2,0.0,0.8,1.0,0.2,0.0,0.8,0.2,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6,0.6,0.8,0.0,1.0,0.4,0.2,1.0,0.6,0.6,1.0,0.2,0.4,1.0,1.0,1.0,0.2,0.8,0.4,0.8,0.0,0.8,0.6,1.0,0.6,0.8,0.6,0.8,0.5,2.0,2.6,2.4000000000000004,0.51,1135355.903921445,0.0
0.2,1.0,1.0,0.8,0.6,0.2,0.4,0.8,0.6,0.2,0.8,0.4,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2,0.6,0.4,1.0,0.8,0.4,0.0,0.0,0.4,0.8,1.0,0.4,0.4,0.4,0.8,0.2,1.0,0.2,0.6,0.2,0.0,0.4,0.0,0.2,0.0,0.2,1.0,0.8,2.6,1.2000000000000002,0.33,1142139.0498895703,0.0
0.4,0.2,0.0,0.2,0.2,0.0,0.0,0.8,0.2,0.6,0.4,0.6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6,0.8,0.6,1.0,0.4,0.8,0.2,0.4,0.8,0.0,1.0,0.4,0.2,0.8,0.4,0.6,0.2,0.0,0.8,0.4,1.0,1.0,0.8,0.6,0.4,0.4,0.75,1.4,2.8,1.4,0.36,1116170.2790727378,0.0
1.0,0.8,0.6,0.8,0.8,0.6,0.6,0.2,0.8,0.0,1.0,0.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6,0.6,0.0,0.2,0.0,0.4,1.0,0.2,0.8,1.0,0.2,0.6,0.4,1.0,0.8,0.2,1.0,0.0,0.8,0.6,0.2,1.0,0.4,0.4,0.2,0.0,1.0,1.0,0.0,1.4,1.6,2.6,0.36000000000000004,0.0,1.0
0.6,0.0,1.0,0.0,1.0,0.2,0.8,0.6,0.0,0.2,0.2,0.2,0.0,1.0,0.0,0.6666666666666666,1.0,0.0,0.8,0.4,0.2,0.6,0.2,0.8,0.0,0.0,1.0,0.6,1.0,1.0,0.8,0.6,0.0,0.6,0.6,1.0,0.6,1.0,0.0,0.0,0.2,0.8,0.4,0.4,0.8,0.0,1.0,2.0,1.0,3.6,0.3,1116899.2758431763,0.0
0.0,0.6,0.4,0.6,0.4,0.8,0.2,0.0,0.6,0.8,0.8,0.8,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.2,1.0,0.8,0.0,0.8,0.2,0.6,0.6,0.4,0.0,0.4,0.4,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.6,0.8,0.2,1.0,1.0,0.2,0.6,0.25,2.0,2.2,1.2000000000000002,0.12,1003423.0029812373,0.0
0.2,0.4,1.0,0.8,0.2,1.0,0.2,0.6,0.2,0.4,0.6,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.4,0.0,0.6,0.2,0.2,0.2,0.0,0.2,1.0,0.2,0.8,0.0,0.4,1.0,0.6,1.0,0.6,0.2,0.8,0.2,1.0,0.0,0.8,0.2,1.0,0.0,0.8,0.4,0.5,1.2,0.6000000000000001,2.0,0.44999999999999996,0.0,1.0
0.8,1.0,0.4,0.2,0.8,0.4,0.8,0.0,0.8,1.0,0.0,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6,0.0,0.8,0.8,0.8,0.6,0.8,0.4,0.8,0.2,0.6,1.0,0.4,0.0,0.4,0.0,0.8,0.2,0.8,0.4,0.6,0.2,0.8,0.4,0.6,0.2,1.0,0.0,2.4000000000000004,3.0,2.0,0.26999999999999996,1052106.7875402083,0.0
1.0,0.2,0.0,0.6,0.6,0.6,1.0,1.0,0.0,0.8,1.0,0.2,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.8,0.4,0.4,0.4,1.0,0.0,0.2,0.6,0.0,1.0,0.6,0.8,0.2,0.2,1.0,0.8,0.4,0.4,0.4,0.6,0.2,0.2,0.0,0.0,0.0,1.0,0.0,0.2,1.0,2.0,1.7999999999999998,2.4000000000000004,0.33,1062416.4502642036,0.0
0.4,0.8,0.6,0.0,0.0,0.0,0.4,0.4,0.6,0.2,0.4,0.8,0.0,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,0.2,1.0,1.0,1.0,0.4,0.6,0.8,0.0,0.6,0.4,0.0,0.2,0.8,0.8,0.4,0.2,1.0,1.0,1.0,0.0,0.8,0.8,0.6,0.6,0.6,0.4,0.6,0.8,0.25,3.2,1.8,1.2,0.33,1139776.620772707,0.0
0.2,0.0,0.2,1.0,0.8,0.2,0.0,0.2,0.4,0.6,0.8,0.2,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.4,0.6,0.6,0.8,0.2,0.6,0.6,0.0,1.0,0.8,0.6,0.6,0.4,0.6,0.0,0.0,0.4,0.0,0.8,0.8,0.4,0.0,0.0,0.8,1.0,0.8,0.0,2.0,2.2,2.4000000000000004,0.33,0.0,1.0
0.8,0.6,0.8,0.4,0.2,0.8,0.6,0.8,1.0,0.0,0.2,0.8,0.3333333333333333,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6,0.4,1.0,0.0,0.0,0.2,0.8,0.0,0.0,0.6,0.4,0.2,0.0,0.0,1.0,0.0,0.6,0.6,1.0,0.6,0.2,0.2,1.0,0.6,0.6,0.2,0.4,0.2,0.75,2.0,1.0,1.2,0.15,1032519.72730603,0.0
0.6,0.4,0.6,0.6,0.4,0.4,1.0,0.4,0.2,0.4,0.6,0.6,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.8,0.8,0.8,0.2,1.0,0.4,0.4,0.2,1.0,0.6,0.4,0.8,0.2,0.2,0.8,0.8,0.2,0.6,1.0,0.0,1.0,0.6,0.4,0.8,0.0,0.0,0.6,0.5,3.4000000000000004,2.0,2.2,0.3,1096407.188532689,0.0
0.0,1.0,0.0,0.0,1.0,1.0,0.4,1.0,0.8,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4,0.2,0.2,0.2,0.8,0.4,1.0,1.0,0.8,0.4,0.0,1.0,0.2,0.8,0.8,0.2,0.2,0.8,0.0,0.4,0.6,0.4,0.0,1.0,0.2,0.6,0.6,0.0,1.0,1.0,3.2,2.2,0.3,1073855.783895197,0.0
0.0,0.4,0.4,0.0,0.6,0.8,0.6,0.8,0.6,0.0,0.4,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.2,0.8,0.2,0.6,0.2,0.4,0.0,0.8,1.0,1.0,1.0,0.4,1.0,1.0,0.8,1.0,0.2,1.0,0.4,0.0,0.4,0.6,0.2,0.8,1.0,0.8,0.8,0.6,0.25,1.7999999999999998,1.4,3.4,0.57,1173876.5574653542,0.0
